play_nr	wav_name	exp_code	part_nr	trial_nr	time_transition	time_duration	code_block	code_dialogue	code_tempo	code_turn_transition	code_overlap	left_left_border	left_right_border	right_left_border	right_right_border
38	1_2_23a_425_Ko_Ja.wav	0	1	19	2377	4530	242	87	196	222	198	10	20	40	60
39	1_1_7b_425_Ar_Ja.wav	0	0	20	2420	4780	232	80	96	211	98	10	20	40	60
40	1_1_8b_425_Ar_Ja.wav	0	1	20	2450	4645	242	80	196	221	198	10	20	40	60
41	1_1_13c_425_Mi_Ko.wav	0	0	21	2450	4763	232	83	96	211	98	10	20	40	60
42	1_1_14c_425_Mi_Ko.wav	0	1	21	2410	4574	242	83	196	221	198	10	20	40	60
43	1_3_51c_425_Mi_Ro.wav	0	0	22	2564	4872	232	91	96	213	98	10	20	40	60
44	1_3_49c_425_Mi_Ro.wav	3	1	22	2551	4680	242	91	196	223	198	10	20	40	60
45	3_1_21b_425_Ko_Ja.wav	0	0	23	3275	5495	233	86	96	211	99	10	20	40	60
46	3_1_19b_425_Ko_Ja.wav	0	1	23	3363	5556	243	86	196	221	199	10	20	40	60
47	3_3_37a_425_Ar_Mi.wav	0	0	24	3412	5609	233	79	96	213	99	10	20	40	60
48	3_3_38a_425_Ar_Mi.wav	0	1	24	3482	5653	243	79	196	223	199	10	20	40	60
49	3_3_41b_425_Ar_Ja.wav	0	0	25	3415	5644	233	82	96	213	99	10	20	40	60
50	3_3_42b_425_Ar_Ja.wav	0	1	25	3497	5727	243	82	196	223	199	10	20	40	60
51	3_2_34a_425_Ro_Ja.wav	0	0	26	3114	5377	233	93	96	212	99	10	20	40	60
52	3_2_35a_425_Ro_Ja.wav	0	1	26	3175	5345	243	93	196	222	199	10	20	40	60
53	3_3_52b_425_Ro_Ja.wav	0	0	27	3441	5711	233	94	96	213	99	10	20	40	60
54	3_3_54b_425_Ro_Ja.wav	0	1	27	3398	5657	243	94	196	223	199	10	20	40	60
55	3_1_1c_425_Mi_Ar.wav	0	0	28	3298	5461	233	77	96	211	99	10	20	40	60
56	3_1_2c_425_Mi_Ar.wav	0	1	28	3301	5509	243	77	196	221	199	10	20	40	60
57	3_1_13a_425_Ko_Mi.wav	0	0	29	3300	5613	233	83	96	211	99	10	20	40	60
58	3_1_14a_425_Ko_Mi.wav	0	1	29	3260	5424	243	83	196	221	199	10	20	40	60
59	3_2_22c_425_Ja_Ko.wav	0	0	30	3186	5451	233	87	96	212	99	10	20	40	60
60	3_2_23c_425_Ja_Ko.wav	0	1	30	3227	5380	243	87	196	222	199	10	20	40	60
61	3_2_16b_425_Ko_Mi.wav	0	0	31	3166	5359	233	84	96	212	99	10	20	40	60
62	3_2_17b_425_Ko_Mi.wav	3	1	31	3235	5378	243	84	196	222	199	10	20	40	60
63	3_1_25c_425_Mi_Ro.wav	0	0	32	3323	5608	234	89	96	211	99	10	20	40	60
64	3_1_26c_425_Mi_Ro.wav	0	1	32	3320	5438	244	89	196	221	199	10	20	40	60
65	3_3_48d_425_Ja_Ko.wav	0	0	33	3491	5746	234	88	96	213	99	10	20	40	60
66	3_3_46d_425_Ja_Ko.wav	0	1	33	3377	5592	244	88	196	223	199	10	20	40	60
67	3_1_7d_425_Ja_Ar.wav	0	0	34	3270	5630	234	80	96	211	99	10	20	40	60
68	3_1_8d_425_Ja_Ar.wav	0	1	34	3300	5495	244	80	196	221	199	10	20	40	60
69	3_3_51a_425_Ro_Mi.wav	0	0	35	3414	5722	234	91	96	213	99	10	20	40	60
70	3_3_49a_425_Ro_Mi.wav	0	1	35	3401	5530	244	91	196	223	199	10	20	40	60
71	3_1_31d_425_Ja_Ro.wav	0	0	36	3370	5496	234	92	96	211	99	10	20	40	60
72	3_1_32d_425_Ja_Ro.wav	0	1	36	3238	5445	244	92	196	221	199	10	20	40	60
73	3_2_10a_425_Ar_Ja.wav	0	0	37	3160	5414	234	81	96	212	99	10	20	40	60
74	3_2_11a_425_Ar_Ja.wav	0	1	37	3195	5456	244	81	196	222	199	10	20	40	60
75	3_2_4d_425_Mi_Ar.wav	0	0	38	3167	5427	234	78	96	212	99	10	20	40	60
76	3_2_5d_425_Mi_Ar.wav	0	1	38	3154	5325	244	78	196	222	199	10	20	40	60
77	3_2_28d_425_Mi_Ro.wav	0	0	39	3150	5349	234	90	96	212	99	10	20	40	60
78	3_2_29d_425_Mi_Ro.wav	0	1	39	3110	5372	244	90	196	222	199	10	20	40	60
79	3_3_43c_425_Mi_Ko.wav	0	0	40	3415	5600	234	85	96	213	99	10	20	40	60
80	3_3_44c_425_Mi_Ko.wav	3	1	40	3450	5692	244	85	196	223	199	10	20	40	60
81	1_1_15d_525_Mi_Ko.wav	0	0	41	2933	5709	235	83	97	211	98	10	20	40	60
82	1_1_13d_525_Mi_Ko.wav	0	1	41	2927	5512	245	83	197	221	198	10	20	40	60
83	1_2_10d_525_Ja_Ar.wav	0	0	42	2777	5480	235	81	97	212	98	10	20	40	60
84	1_2_11d_525_Ja_Ar.wav	0	1	42	2792	5488	245	81	197	222	198	10	20	40	60
85	1_1_7c_525_Ja_Ar.wav	0	0	43	2972	5656	235	80	97	211	98	10	20	40	60
86	1_1_8c_525_Ja_Ar.wav	0	1	43	3011	5572	245	80	197	221	198	10	20	40	60
87	1_3_49d_525_Mi_Ro.wav	0	0	44	3094	5802	235	91	97	213	98	10	20	40	60
88	1_3_50d_525_Mi_Ro.wav	0	1	44	3156	5864	245	91	197	223	198	10	20	40	60
89	1_1_19a_525_Ko_Ja.wav	0	0	45	2935	5540	235	86	97	211	98	10	20	40	60
90	1_1_20a_525_Ko_Ja.wav	0	1	45	2943	5495	245	86	197	221	198	10	20	40	60
91	1_3_46c_525_Ja_Ko.wav	0	0	46	3082	5790	235	88	97	213	98	10	20	40	60
92	1_3_47c_525_Ja_Ko.wav	0	1	46	3168	5876	245	88	197	223	198	10	20	40	60
93	1_2_28c_525_Mi_Ro.wav	0	0	47	2740	5395	235	90	97	212	98	10	20	40	60
94	1_2_29c_525_Mi_Ro.wav	0	1	47	2820	5391	245	90	197	222	198	10	20	40	60
95	1_3_43b_525_Ko_Mi.wav	0	0	48	3130	5761	235	85	97	213	98	10	20	40	60
96	1_3_45b_525_Ko_Mi.wav	0	1	48	3084	5704	245	85	197	223	198	10	20	40	60
97	1_2_34d_525_Ja_Ro.wav	0	0	49	2830	5459	235	93	97	212	98	10	20	40	60
98	1_2_35d_525_Ja_Ro.wav	3	1	49	2821	5459	245	93	197	222	198	10	20	40	60
99	1_3_4c_525_Mi_Ar.wav	0	0	50	3165	5750	236	78	97	213	98	10	20	40	60
100	1_3_5c_525_Mi_Ar.wav	0	1	50	3101	5700	246	78	197	223	198	10	20	40	60
101	1_1_31c_525_Ja_Ro.wav	0	0	51	2934	5565	236	92	97	211	98	10	20	40	60
102	1_1_32c_525_Ja_Ro.wav	0	1	51	2921	5727	246	92	197	221	198	10	20	40	60
103	1_2_16a_525_Ko_Mi.wav	0	0	52	2847	5418	236	84	97	212	98	10	20	40	60
104	1_2_17a_525_Ko_Mi.wav	0	1	52	2815	5452	246	84	197	222	198	10	20	40	60
105	1_3_40a_525_Ar_Ja.wav	0	0	53	3100	5808	236	82	97	213	98	10	20	40	60
106	1_3_41a_525_Ar_Ja.wav	0	1	53	3135	5733	246	82	197	223	198	10	20	40	60
107	1_3_37b_525_Ar_Mi.wav	0	0	54	3177	5807	236	79	97	213	98	10	20	40	60
108	1_3_38b_525_Ar_Mi.wav	0	1	54	3095	5765	246	79	197	223	198	10	20	40	60
109	1_3_52a_525_Ro_Ja.wav	0	0	55	3080	5638	236	94	97	213	98	10	20	40	60
110	1_3_53a_525_Ro_Ja.wav	0	1	55	3100	5808	246	94	197	223	198	10	20	40	60
111	1_1_25b_525_Ro_Mi.wav	0	0	56	2892	5488	236	89	97	211	98	10	20	40	60
112	1_1_26b_525_Ro_Mi.wav	0	1	56	2932	5535	246	89	197	221	198	10	20	40	60
113	1_1_1b_525_Ar_Mi.wav	0	0	57	2871	5625	236	77	97	211	98	10	20	40	60
114	1_1_2b_525_Ar_Mi.wav	0	1	57	2973	5646	246	77	197	221	198	10	20	40	60
115	1_2_22b_525_Ko_Ja.wav	0	0	58	2856	5488	236	87	97	212	98	10	20	40	60
116	1_2_23b_525_Ko_Ja.wav	3	1	58	2780	5442	246	87	197	222	198	10	20	40	60
117	3_1_15b_525_Ko_Mi.wav	0	0	59	3983	6759	237	83	97	211	99	10	20	40	60
118	3_1_13b_525_Ko_Mi.wav	0	1	59	3977	6562	247	83	197	221	199	10	20	40	60
119	3_1_25d_525_Mi_Ro.wav	0	0	60	3942	6538	237	89	97	211	99	10	20	40	60
120	3_1_26d_525_Mi_Ro.wav	0	1	60	3982	6585	247	89	197	221	199	10	20	40	60
121	3_3_37b_525_Ar_Mi.wav	0	0	61	4227	6857	237	79	97	213	99	10	20	40	60
122	3_3_38b_525_Ar_Mi.wav	0	1	61	4145	6815	247	79	197	223	199	10	20	40	60
123	3_1_1d_525_Mi_Ar.wav	0	0	62	3921	6675	237	77	97	211	99	10	20	40	60
124	3_1_2d_525_Mi_Ar.wav	0	1	62	4023	6696	247	77	197	221	199	10	20	40	60
125	3_1_31a_525_Ro_Ja.wav	0	0	63	3984	6615	237	92	97	211	99	10	20	40	60
126	3_1_32a_525_Ro_Ja.wav	0	1	63	3971	6777	247	92	197	221	199	10	20	40	60
127	3_3_43d_525_Mi_Ko.wav	0	0	64	4180	6811	237	85	97	213	99	10	20	40	60
128	3_3_45d_525_Mi_Ko.wav	0	1	64	4134	6754	247	85	197	223	199	10	20	40	60
129	3_3_46a_525_Ko_Ja.wav	0	0	65	4132	6840	237	88	97	213	99	10	20	40	60
130	3_3_47a_525_Ko_Ja.wav	0	1	65	4218	6926	247	88	197	223	199	10	20	40	60
131	3_2_16c_525_Mi_Ko.wav	0	0	66	3897	6468	237	84	97	212	99	10	20	40	60
132	3_2_17c_525_Mi_Ko.wav	0	1	66	3865	6502	247	84	197	222	199	10	20	40	60
133	3_2_28a_525_Ro_Mi.wav	0	0	67	3790	6445	237	90	97	212	99	10	20	40	60
134	3_2_29a_525_Ro_Mi.wav	3	1	67	3870	6441	247	90	197	222	199	10	20	40	60
135	3_3_49b_525_Ro_Mi.wav	0	0	68	4144	6852	238	91	97	213	99	10	20	40	60
136	3_3_50b_525_Ro_Mi.wav	0	1	68	4206	6914	248	91	197	223	199	10	20	40	60
137	3_2_34b_525_Ro_Ja.wav	0	0	69	3880	6509	238	93	97	212	99	10	20	40	60
138	3_2_35b_525_Ro_Ja.wav	0	1	69	3871	6509	248	93	197	222	199	10	20	40	60
139	3_1_7a_525_Ar_Ja.wav	0	0	70	4022	6706	238	80	97	211	99	10	20	40	60
140	3_1_8a_525_Ar_Ja.wav	0	1	70	4061	6622	248	80	197	221	199	10	20	40	60
141	3_2_4a_525_Ar_Mi.wav	0	0	71	3900	6485	238	78	97	212	99	10	20	40	60
142	3_2_5a_525_Ar_Mi.wav	0	1	71	3836	6435	248	78	197	222	199	10	20	40	60
143	3_2_10b_525_Ar_Ja.wav	0	0	72	3827	6530	238	81	97	212	99	10	20	40	60
144	3_2_11b_525_Ar_Ja.wav	0	1	72	3842	6538	248	81	197	222	199	10	20	40	60
145	3_3_40c_525_Ja_Ar.wav	0	0	73	4150	6858	238	82	97	213	99	10	20	40	60
146	3_3_41c_525_Ja_Ar.wav	0	1	73	4185	6783	248	82	197	223	199	10	20	40	60
147	3_2_22d_525_Ja_Ko.wav	0	0	74	3906	6538	238	87	97	212	99	10	20	40	60
148	3_2_23d_525_Ja_Ko.wav	0	1	74	3830	6492	248	87	197	222	199	10	20	40	60
149	3_1_19c_525_Ja_Ko.wav	0	0	75	3985	6590	238	86	97	211	99	10	20	40	60
150	3_1_20c_525_Ja_Ko.wav	0	1	75	3993	6545	248	86	197	221	199	10	20	40	60
151	3_3_52c_525_Ja_Ro.wav	0	0	76	4130	6688	238	94	97	213	99	10	20	40	60
152	3_3_53c_525_Ja_Ro.wav	99	1	76	4150	6858	248	94	197	223	199	10	20	40	60
