	wavname	expcode	dialoguenr	trialnr	code_conditie_send	code_overlap_send	code_blok	code_item	code_tempo	code_conditie	code_overlap				
51	3_1_25b_525_Ro_Mi.wav	0	0	26	3942	6538	233	89	97	211	99	10	20	40	60
52	3_1_26b_525_Ro_Mi.wav	0	1	26	3982	6585	243	89	197	221	199	10	20	40	60
53	3_2_28c_525_Mi_Ro.wav	0	0	27	3790	6445	233	90	97	212	99	10	20	40	60
54	3_2_29c_525_Mi_Ro.wav	0	1	27	3870	6441	243	90	197	222	199	10	20	40	60
55	3_3_52a_525_Ro_Ja.wav	0	0	28	4130	6688	233	94	97	213	99	10	20	40	60
56	3_3_53a_525_Ro_Ja.wav	0	1	28	4150	6858	243	94	197	223	199	10	20	40	60
57	3_1_15d_525_Mi_Ko.wav	0	0	29	3983	6759	233	83	97	211	99	10	20	40	60
58	3_1_13d_525_Mi_Ko.wav	0	1	29	3977	6562	243	83	197	221	199	10	20	40	60
59	3_3_40a_525_Ar_Ja.wav	0	0	30	4150	6858	233	82	97	213	99	10	20	40	60
60	3_3_41a_525_Ar_Ja.wav	0	1	30	4185	6783	243	82	197	223	199	10	20	40	60
61	3_2_10d_525_Ja_Ar.wav	0	0	31	3827	6530	233	81	97	212	99	10	20	40	60
62	3_2_11d_525_Ja_Ar.wav	3	1	31	3842	6538	243	81	197	222	199	10	20	40	60
63	3_1_7c_525_Ja_Ar.wav	0	0	32	4022	6706	234	80	97	211	99	10	20	40	60
64	3_1_8c_525_Ja_Ar.wav	0	1	32	4061	6622	244	80	197	221	199	10	20	40	60
65	3_3_46c_525_Ja_Ko.wav	0	0	33	4132	6840	234	88	97	213	99	10	20	40	60
66	3_3_47c_525_Ja_Ko.wav	0	1	33	4218	6926	244	88	197	223	199	10	20	40	60
67	3_2_34d_525_Ja_Ro.wav	0	0	34	3880	6509	234	93	97	212	99	10	20	40	60
68	3_2_35d_525_Ja_Ro.wav	0	1	34	3871	6509	244	93	197	222	199	10	20	40	60
69	3_3_49d_525_Mi_Ro.wav	0	0	35	4144	6852	234	91	97	213	99	10	20	40	60
70	3_3_50d_525_Mi_Ro.wav	0	1	35	4206	6914	244	91	197	223	199	10	20	40	60
71	3_2_22b_525_Ko_Ja.wav	0	0	36	3906	6538	234	87	97	212	99	10	20	40	60
72	3_2_23b_525_Ko_Ja.wav	0	1	36	3830	6492	244	87	197	222	199	10	20	40	60
73	3_3_37d_525_Mi_Ar.wav	0	0	37	4227	6857	234	79	97	213	99	10	20	40	60
74	3_3_38d_525_Mi_Ar.wav	0	1	37	4145	6815	244	79	197	223	199	10	20	40	60
75	3_1_1b_525_Ar_Mi.wav	0	0	38	3921	6675	234	77	97	211	99	10	20	40	60
76	3_1_2b_525_Ar_Mi.wav	0	1	38	4023	6696	244	77	197	221	199	10	20	40	60
77	3_2_16a_525_Ko_Mi.wav	0	0	39	3897	6468	234	84	97	212	99	10	20	40	60
78	3_2_17a_525_Ko_Mi.wav	0	1	39	3865	6502	244	84	197	222	199	10	20	40	60
79	3_3_43b_525_Ko_Mi.wav	0	0	40	4180	6811	234	85	97	213	99	10	20	40	60
80	3_3_45b_525_Ko_Mi.wav	3	1	40	4134	6754	244	85	197	223	199	10	20	40	60
81	1_2_10b_525_Ar_Ja.wav	0	0	41	2777	5480	235	81	97	212	98	10	20	40	60
82	1_2_11b_525_Ar_Ja.wav	0	1	41	2792	5488	245	81	197	222	198	10	20	40	60
83	1_1_25d_525_Mi_Ro.wav	0	0	42	2892	5488	235	89	97	211	98	10	20	40	60
84	1_1_26d_525_Mi_Ro.wav	0	1	42	2932	5535	245	89	197	221	198	10	20	40	60
85	1_3_46a_525_Ko_Ja.wav	0	0	43	3082	5790	235	88	97	213	98	10	20	40	60
86	1_3_47a_525_Ko_Ja.wav	0	1	43	3168	5876	245	88	197	223	198	10	20	40	60
87	1_3_49b_525_Ro_Mi.wav	0	0	44	3094	5802	235	91	97	213	98	10	20	40	60
88	1_3_50b_525_Ro_Mi.wav	0	1	44	3156	5864	245	91	197	223	198	10	20	40	60
89	1_2_22d_525_Ja_Ko.wav	0	0	45	2856	5488	235	87	97	212	98	10	20	40	60
90	1_2_23d_525_Ja_Ko.wav	0	1	45	2780	5442	245	87	197	222	198	10	20	40	60
91	1_3_43d_525_Mi_Ko.wav	0	0	46	3130	5761	235	85	97	213	98	10	20	40	60
92	1_3_45d_525_Mi_Ko.wav	0	1	46	3084	5704	245	85	197	223	198	10	20	40	60
93	1_2_34b_525_Ro_Ja.wav	0	0	47	2830	5459	235	93	97	212	98	10	20	40	60
94	1_2_35b_525_Ro_Ja.wav	0	1	47	2821	5459	245	93	197	222	198	10	20	40	60
95	1_3_4a_525_Ar_Mi.wav	0	0	48	3165	5750	235	78	97	213	98	10	20	40	60
96	1_3_5a_525_Ar_Mi.wav	0	1	48	3101	5700	245	78	197	223	198	10	20	40	60
97	1_1_15b_525_Ko_Mi.wav	0	0	49	2933	5709	235	83	97	211	98	10	20	40	60
98	1_1_13b_525_Ko_Mi.wav	3	1	49	2927	5512	245	83	197	221	198	10	20	40	60
99	1_1_19c_525_Ja_Ko.wav	0	0	50	2935	5540	236	86	97	211	98	10	20	40	60
100	1_1_20c_525_Ja_Ko.wav	0	1	50	2943	5495	246	86	197	221	198	10	20	40	60
101	1_2_28a_525_Ro_Mi.wav	0	0	51	2740	5395	236	90	97	212	98	10	20	40	60
102	1_2_29a_525_Ro_Mi.wav	0	1	51	2820	5391	246	90	197	222	198	10	20	40	60
103	1_3_40c_525_Ja_Ar.wav	0	0	52	3100	5808	236	82	97	213	98	10	20	40	60
104	1_3_41c_525_Ja_Ar.wav	0	1	52	3135	5733	246	82	197	223	198	10	20	40	60
105	1_3_52c_525_Ja_Ro.wav	0	0	53	3080	5638	236	94	97	213	98	10	20	40	60
106	1_3_53c_525_Ja_Ro.wav	0	1	53	3100	5808	246	94	197	223	198	10	20	40	60
107	1_2_16c_525_Mi_Ko.wav	0	0	54	2847	5418	236	84	97	212	98	10	20	40	60
108	1_2_17c_525_Mi_Ko.wav	0	1	54	2815	5452	246	84	197	222	198	10	20	40	60
109	1_1_7a_525_Ar_Ja.wav	0	0	55	2972	5656	236	80	97	211	98	10	20	40	60
110	1_1_8a_525_Ar_Ja.wav	0	1	55	3011	5572	246	80	197	221	198	10	20	40	60
111	1_1_31a_525_Ro_Ja.wav	0	0	56	2934	5565	236	92	97	211	98	10	20	40	60
112	1_1_32a_525_Ro_Ja.wav	0	1	56	2921	5727	246	92	197	221	198	10	20	40	60
113	1_1_1d_525_Mi_Ar.wav	0	0	57	2871	5625	236	77	97	211	98	10	20	40	60
114	1_1_2d_525_Mi_Ar.wav	0	1	57	2973	5646	246	77	197	221	198	10	20	40	60
115	1_3_37d_525_Mi_Ar.wav	0	0	58	3177	5807	236	79	97	213	98	10	20	40	60
116	1_3_38d_525_Mi_Ar.wav	3	1	58	3095	5765	246	79	197	223	198	10	20	40	60
117	1_3_51a_425_Ro_Mi.wav	0	0	59	2564	4872	237	91	96	213	98	10	20	40	60
118	1_3_49a_425_Ro_Mi.wav	0	1	59	2551	4680	247	91	196	223	198	10	20	40	60
119	1_1_1c_425_Mi_Ar.wav	0	0	60	2448	4611	237	77	96	211	98	10	20	40	60
120	1_1_2c_425_Mi_Ar.wav	0	1	60	2451	4659	247	77	196	221	198	10	20	40	60
121	1_1_25c_425_Mi_Ro.wav	0	0	61	2473	4758	237	89	96	211	98	10	20	40	60
122	1_1_26c_425_Mi_Ro.wav	0	1	61	2470	4588	247	89	196	221	198	10	20	40	60
123	1_1_13a_425_Ko_Mi.wav	0	0	62	2450	4763	237	83	96	211	98	10	20	40	60
124	1_1_14a_425_Ko_Mi.wav	0	1	62	2410	4574	247	83	196	221	198	10	20	40	60
125	1_1_7d_425_Ja_Ar.wav	0	0	63	2420	4780	237	80	96	211	98	10	20	40	60
126	1_1_8d_425_Ja_Ar.wav	0	1	63	2450	4645	247	80	196	221	198	10	20	40	60
127	1_2_34a_425_Ro_Ja.wav	0	0	64	2264	4527	237	93	96	212	98	10	20	40	60
128	1_2_35a_425_Ro_Ja.wav	0	1	64	2325	4495	247	93	196	222	198	10	20	40	60
129	1_2_22c_425_Ja_Ko.wav	0	0	65	2336	4601	237	87	96	212	98	10	20	40	60
130	1_2_23c_425_Ja_Ko.wav	0	1	65	2377	4530	247	87	196	222	198	10	20	40	60
131	1_2_16b_425_Ko_Mi.wav	0	0	66	2316	4509	237	84	96	212	98	10	20	40	60
132	1_2_17b_425_Ko_Mi.wav	0	1	66	2385	4528	247	84	196	222	198	10	20	40	60
133	1_3_37a_425_Ar_Mi.wav	0	0	67	2562	4759	237	79	96	213	98	10	20	40	60
134	1_3_38a_425_Ar_Mi.wav	3	1	67	2632	4803	247	79	196	223	198	10	20	40	60
135	1_3_52b_425_Ro_Ja.wav	0	0	68	2591	4861	238	94	96	213	98	10	20	40	60
136	1_3_54b_425_Ro_Ja.wav	0	1	68	2548	4807	248	94	196	223	198	10	20	40	60
137	1_2_10a_425_Ar_Ja.wav	0	0	69	2310	4564	238	81	96	212	98	10	20	40	60
138	1_2_11a_425_Ar_Ja.wav	0	1	69	2345	4606	248	81	196	222	198	10	20	40	60
139	1_3_43c_425_Mi_Ko.wav	0	0	70	2565	4750	238	85	96	213	98	10	20	40	60
140	1_3_44c_425_Mi_Ko.wav	0	1	70	2600	4842	248	85	196	223	198	10	20	40	60
141	1_1_31d_425_Ja_Ro.wav	0	0	71	2520	4646	238	92	96	211	98	10	20	40	60
142	1_1_32d_425_Ja_Ro.wav	0	1	71	2388	4595	248	92	196	221	198	10	20	40	60
143	1_3_41b_425_Ar_Ja.wav	0	0	72	2565	4794	238	82	96	213	98	10	20	40	60
144	1_3_42b_425_Ar_Ja.wav	0	1	72	2647	4877	248	82	196	223	198	10	20	40	60
145	1_2_4d_425_Mi_Ar.wav	0	0	73	2317	4577	238	78	96	212	98	10	20	40	60
146	1_2_5d_425_Mi_Ar.wav	0	1	73	2304	4475	248	78	196	222	198	10	20	40	60
147	1_2_28d_425_Mi_Ro.wav	0	0	74	2300	4499	238	90	96	212	98	10	20	40	60
148	1_2_29d_425_Mi_Ro.wav	0	1	74	2260	4522	248	90	196	222	198	10	20	40	60
149	1_1_21b_425_Ko_Ja.wav	0	0	75	2425	4645	238	86	96	211	98	10	20	40	60
150	1_1_19b_425_Ko_Ja.wav	0	1	75	2513	4706	248	86	196	221	198	10	20	40	60
151	1_3_48d_425_Ja_Ko.wav	0	0	76	2641	4896	238	88	96	213	98	10	20	40	60
152	1_3_46d_425_Ja_Ko.wav	99	1	76	2527	4742	248	88	196	223	198	10	20	40	60
